timestamp,temperature
2026-04-02 16:00:00.900325,827.6419999999999
2026-04-02 16:00:26.852911,827.5519999999999
2026-04-02 16:00:52.798087,827.706
2026-04-02 16:01:18.733370,828.212
2026-04-02 16:01:44.720198,828.059
2026-04-02 16:02:10.678985,827.604
2026-04-02 16:02:36.639949,827.625
2026-04-02 16:03:02.652512,827.689
2026-04-02 16:03:28.725304,827.5780000000001
2026-04-02 16:03:54.675478,827.252
2026-04-02 16:04:20.692852,827.825
2026-04-02 16:04:46.855542,827.7130000000001
2026-04-02 16:05:12.956837,827.7339999999999
2026-04-02 16:05:38.967652,827.5559999999999
2026-04-02 16:06:04.944060,827.6139999999999
2026-04-02 16:06:30.894768,827.428
2026-04-02 16:06:56.917807,827.808
2026-04-02 16:07:22.900088,827.597
2026-04-02 16:07:48.966050,827.528
2026-04-02 16:08:15.059535,828.039
2026-04-02 16:08:41.107570,828.182
2026-04-02 16:09:07.046103,827.425
2026-04-02 16:09:32.992137,827.904
2026-04-02 16:09:59.013102,827.82
2026-04-02 16:10:24.985540,827.7489999999999
2026-04-02 16:10:51.072651,827.875
2026-04-02 16:11:17.211271,827.707
2026-04-02 16:11:43.179008,827.897
2026-04-02 16:12:09.200227,827.6949999999999
2026-04-02 16:12:35.217333,827.4789999999999
2026-04-02 16:13:01.153407,827.9300000000001
2026-04-02 16:13:27.108224,828.1030000000001
2026-04-02 16:13:53.019777,828.024
2026-04-02 16:14:18.964162,827.831
2026-04-02 16:14:45.151722,827.866
2026-04-02 16:15:11.228945,827.533
2026-04-02 16:15:37.327879,827.48
2026-04-02 16:16:03.302423,827.9309999999999
2026-04-02 16:16:29.365765,827.737
2026-04-02 16:16:55.379579,827.757
2026-04-02 16:17:21.310856,827.21
2026-04-02 16:17:47.313017,827.741
2026-04-02 16:18:13.358036,827.824
2026-04-02 16:18:39.353683,827.783
2026-04-02 16:19:05.449493,827.665
2026-04-02 16:19:31.531212,827.932
2026-04-02 16:19:57.522031,827.813
2026-04-02 16:20:23.480499,827.62
2026-04-02 16:20:49.550007,827.668
2026-04-02 16:21:15.638774,827.259
2026-04-02 16:21:41.708843,827.6759999999999
2026-04-02 16:22:07.822575,827.477
2026-04-02 16:22:33.733598,828.21
2026-04-02 16:22:59.793953,827.3249999999999
2026-04-02 16:23:25.921585,827.703
2026-04-02 16:23:51.968934,827.911
2026-04-02 16:24:17.911871,828.367
2026-04-02 16:24:43.908414,828.133
2026-04-02 16:25:09.848638,827.6759999999999
2026-04-02 16:25:35.858096,827.808
2026-04-02 16:26:01.936228,827.9250000000001
2026-04-02 16:26:27.858359,828.391
2026-04-02 16:26:53.873434,828.138
2026-04-02 16:27:19.934506,828.028
2026-04-02 16:27:46.043120,827.844
2026-04-02 16:28:12.025355,827.828
2026-04-02 16:28:38.030739,827.9889999999999
2026-04-02 16:29:03.917195,827.8489999999999
2026-04-02 16:29:29.861986,828.015
2026-04-02 16:29:55.802999,827.779
2026-04-02 16:30:21.843079,828.2460000000001
2026-04-02 16:30:47.812696,827.6940000000001
2026-04-02 16:31:13.832971,827.418
2026-04-02 16:31:39.790111,828.353
2026-04-02 16:32:05.822907,828.033
2026-04-02 16:32:31.864041,827.7750000000001
2026-04-02 16:32:57.892328,828.258
2026-04-02 16:33:23.826017,827.776
2026-04-02 16:33:49.797222,827.448
2026-04-02 16:34:15.726143,827.371
2026-04-02 16:34:41.786721,828.2779999999999
2026-04-02 16:35:07.778947,827.919
2026-04-02 16:35:33.841137,828.0790000000001
2026-04-02 16:35:59.927464,827.586
2026-04-02 16:36:25.956466,827.513
2026-04-02 16:36:52.008079,828.005
2026-04-02 16:37:18.006655,827.933
2026-04-02 16:37:44.047304,828.193
2026-04-02 16:38:10.215915,828.269
2026-04-02 16:38:36.183001,828.1039999999999
2026-04-02 16:39:02.288919,827.683
2026-04-02 16:39:28.255319,827.558
2026-04-02 16:39:54.219959,827.5989999999999
2026-04-02 16:40:20.252937,827.699
2026-04-02 16:40:46.281496,827.947
2026-04-02 16:41:12.423650,828.235
2026-04-02 16:41:38.399554,828.1429999999999
2026-04-02 16:42:04.399224,827.8140000000001
2026-04-02 16:42:30.399342,828.302
2026-04-02 16:42:56.328333,827.548
2026-04-02 16:43:22.373387,828.0020000000001
2026-04-02 16:43:48.340844,828.022
2026-04-02 16:44:14.295063,827.5749999999999
2026-04-02 16:44:40.309349,827.973
2026-04-02 16:45:06.413940,827.985
2026-04-02 16:45:32.462808,827.388
2026-04-02 16:45:58.411381,827.528
2026-04-02 16:46:24.327013,827.746
2026-04-02 16:46:50.348609,827.791
2026-04-02 16:47:16.212359,828.134
2026-04-02 16:47:42.217134,827.985
2026-04-02 16:48:08.177012,827.837
2026-04-02 16:48:34.142181,828.035
2026-04-02 16:49:00.223265,827.8
2026-04-02 16:49:26.259084,827.828
2026-04-02 16:49:52.228302,827.6170000000001
2026-04-02 16:50:18.267919,827.8480000000001
2026-04-02 16:50:44.243992,828.1659999999999
2026-04-02 16:51:10.390475,827.875
2026-04-02 16:51:36.513900,828.033
2026-04-02 16:52:02.570730,827.655
2026-04-02 16:52:28.542992,827.683
2026-04-02 16:52:54.416477,828.037
2026-04-02 16:53:20.415926,827.858
2026-04-02 16:53:46.401937,827.9250000000001
2026-04-02 16:54:12.383089,828.136
2026-04-02 16:54:38.494636,827.8
2026-04-02 16:55:04.553529,827.688
2026-04-02 16:55:30.452357,828.033
2026-04-02 16:55:56.478894,828.032
2026-04-02 16:56:22.483526,827.493
2026-04-02 16:56:48.565335,827.932
2026-04-02 16:57:14.714283,828.233
2026-04-02 16:57:40.728589,827.7719999999999
2026-04-02 16:58:06.663671,827.799
2026-04-02 16:58:32.607933,827.8
