timestamp,temperature
2026-04-02 16:00:13.922174,40287.015
2026-04-02 16:00:39.869904,40287.015
2026-04-02 16:01:05.748536,40290.205
2026-04-02 16:01:31.724158,40290.205
2026-04-02 16:01:57.677531,40290.205
2026-04-02 16:02:23.662202,40287.015
2026-04-02 16:02:49.651200,40287.015
2026-04-02 16:03:15.680737,40283.826
2026-04-02 16:03:41.666422,40287.015
2026-04-02 16:04:07.711961,40283.826
2026-04-02 16:04:33.806899,40287.015
2026-04-02 16:04:59.893826,40287.015
2026-04-02 16:05:25.943938,40283.826
2026-04-02 16:05:51.995443,40283.826
2026-04-02 16:06:17.917146,40280.636999999995
2026-04-02 16:06:43.919053,40283.826
2026-04-02 16:07:09.936952,40283.826
2026-04-02 16:07:35.919092,40283.826
2026-04-02 16:08:01.970967,40283.826
2026-04-02 16:08:28.097059,40283.826
2026-04-02 16:08:54.069855,40283.826
2026-04-02 16:09:20.047953,40283.826
2026-04-02 16:09:45.989712,40287.015
2026-04-02 16:10:12.012445,40287.015
2026-04-02 16:10:38.008117,40287.015
2026-04-02 16:11:04.034868,40287.015
2026-04-02 16:11:30.197866,40290.205
2026-04-02 16:11:56.189080,40290.205
2026-04-02 16:12:22.198089,40290.205
2026-04-02 16:12:48.200374,40287.015
2026-04-02 16:13:14.122390,40287.015
2026-04-02 16:13:40.106141,40287.015
2026-04-02 16:14:06.030436,40287.015
2026-04-02 16:14:32.111585,40287.015
2026-04-02 16:14:58.259934,40287.015
2026-04-02 16:15:24.279877,40290.205
2026-04-02 16:15:50.340158,40293.394
2026-04-02 16:16:16.320706,40293.394
2026-04-02 16:16:42.407141,40290.205
2026-04-02 16:17:08.362034,40290.205
2026-04-02 16:17:34.273304,40290.205
2026-04-02 16:18:00.321555,40290.205
2026-04-02 16:18:26.360374,40293.394
2026-04-02 16:18:52.399056,40293.394
2026-04-02 16:19:18.533543,40293.394
2026-04-02 16:19:44.514990,40293.394
2026-04-02 16:20:10.513465,40290.205
2026-04-02 16:20:36.561324,40290.205
2026-04-02 16:21:02.530796,40287.015
2026-04-02 16:21:28.687405,40290.205
2026-04-02 16:21:54.783271,40290.205
2026-04-02 16:22:20.832985,40290.205
2026-04-02 16:22:46.779478,40290.205
2026-04-02 16:23:12.836851,40293.394
2026-04-02 16:23:38.942068,40290.205
2026-04-02 16:24:04.906306,40293.394
2026-04-02 16:24:30.897902,40290.205
2026-04-02 16:24:56.884379,40290.205
2026-04-02 16:25:22.814829,40287.015
2026-04-02 16:25:48.951463,40287.015
2026-04-02 16:26:14.894644,40287.015
2026-04-02 16:26:40.851686,40290.205
2026-04-02 16:27:06.908210,40293.394
2026-04-02 16:27:32.997546,40290.205
2026-04-02 16:27:58.989973,40293.394
2026-04-02 16:28:25.047916,40293.394
2026-04-02 16:28:50.979139,40293.394
